CustomerID,Age,Gender,City,IncomeLevel,Occupation,LoyaltyMember,YearsAsCustomer,BrandFamiliarity
298,34,Female,Bengaluru,Middle,Teacher,No,0,Medium
299,39,Female,Pune,Low,Business,No,0,Low
300,64,Female,Bengaluru,Middle,Manager,No,0,Low
301,64,Male,Delhi,Middle,Engineer,Yes,9,High
302,60,Male,Mumbai,Low,Manager,Yes,3,High
303,18,Female,Ahmedabad,Low,Student,No,0,Low
304,18,Female,Pune,Middle,Student,Yes,1,Medium
305,50,Male,Mumbai,High,Engineer,No,0,High
306,51,Female,Pune,Low,Designer,Yes,9,Low
307,23,Male,Pune,Middle,Engineer,Yes,10,Low
308,59,Female,Kolkata,High,Designer,No,0,Low
309,53,Male,Ahmedabad,Middle,Designer,No,0,Medium
310,59,Male,Delhi,Middle,Teacher,No,0,High
311,31,Female,Delhi,High,Engineer,No,0,Medium
312,61,Male,Bengaluru,High,Analyst,No,0,Medium
313,19,Female,Mumbai,High,Doctor,No,0,High
314,28,Female,Kolkata,Middle,Manager,No,0,High
315,62,Male,Mumbai,Middle,Designer,No,0,High
316,32,Female,Chennai,High,Student,Yes,10,High
317,58,Female,Kolkata,Low,Designer,No,0,Medium
318,29,Female,Hyderabad,Middle,Engineer,No,0,Low
319,23,Female,Chennai,Low,Engineer,Yes,3,Medium
320,23,Male,Bengaluru,Low,Engineer,Yes,6,High
321,29,Male,Delhi,Middle,Engineer,No,0,Medium
322,40,Female,Delhi,Middle,Doctor,No,0,High
323,44,Male,Bengaluru,Middle,Designer,Yes,9,High
324,28,Male,Kolkata,Low,Doctor,Yes,8,Low
325,44,Male,Ahmedabad,Low,Teacher,No,0,Medium
326,47,Female,Chennai,Low,Business,Yes,7,Medium
327,39,Male,Pune,Middle,Analyst,No,0,Medium
328,56,Female,Chennai,High,Doctor,Yes,6,Low
329,65,Male,Chennai,Middle,Designer,No,0,Medium
330,35,Male,Bengaluru,High,Freelancer,Yes,2,High
331,19,Female,Pune,High,Engineer,No,0,Medium
332,44,Male,Kolkata,Middle,Designer,Yes,5,Low
333,22,Female,Delhi,Middle,Analyst,No,0,Medium
334,62,Male,Mumbai,High,Teacher,No,0,Medium
335,60,Female,Chennai,Middle,Designer,Yes,10,Low
336,24,Male,Ahmedabad,Low,Analyst,Yes,9,Medium
337,43,Male,Chennai,Middle,Student,No,0,Medium
338,48,Male,Chennai,Low,Doctor,Yes,2,Low
339,39,Male,Ahmedabad,Middle,Business,Yes,8,Medium
340,38,Female,Mumbai,Low,Manager,Yes,2,Low
341,65,Female,Ahmedabad,Low,Teacher,Yes,3,Medium
342,43,Male,Ahmedabad,Middle,Designer,Yes,7,Medium
343,42,Male,Mumbai,Low,Freelancer,Yes,5,High
344,29,Female,Chennai,Middle,Designer,Yes,2,Low
345,57,Male,Pune,Middle,Engineer,Yes,6,High
346,61,Female,Bengaluru,Low,Freelancer,Yes,5,Low
347,42,Female,Bengaluru,Middle,Freelancer,Yes,7,Medium
348,28,Male,Chennai,Middle,Student,Yes,6,High
349,49,Female,Kolkata,Low,Business,No,0,High
350,44,Male,Hyderabad,Middle,Doctor,Yes,3,Low
351,20,Female,Ahmedabad,Low,Freelancer,No,0,Low
352,50,Female,Delhi,Low,Business,Yes,9,High
353,52,Male,Ahmedabad,Low,Doctor,Yes,4,Low
354,40,Male,Hyderabad,High,Analyst,Yes,2,High
355,63,Male,Hyderabad,Middle,Student,Yes,10,Low
356,54,Female,Pune,Middle,Doctor,Yes,9,Low
357,50,Female,Delhi,High,Doctor,No,0,Low
358,59,Female,Hyderabad,Low,Designer,No,0,Low
359,49,Female,Ahmedabad,Low,Engineer,No,0,Medium
360,58,Female,Chennai,Middle,Business,No,0,Medium
361,49,Female,Chennai,Low,Engineer,Yes,2,Medium
362,52,Female,Pune,Middle,Analyst,No,0,High
363,36,Female,Chennai,Low,Student,No,0,Medium
364,20,Male,Bengaluru,Low,Business,No,0,Medium
365,47,Male,Pune,Low,Manager,No,0,Low
366,35,Male,Delhi,Low,Designer,Yes,2,Medium
367,58,Male,Mumbai,Low,Student,No,0,Low
368,31,Female,Delhi,Middle,Student,Yes,4,Medium
369,62,Female,Mumbai,Low,Teacher,Yes,7,Medium
370,42,Female,Pune,Low,Manager,No,0,Low
371,42,Male,Mumbai,Middle,Freelancer,No,0,Low
372,54,Male,Bengaluru,Low,Designer,No,0,Medium
373,57,Male,Bengaluru,Middle,Engineer,No,0,Low
374,55,Male,Hyderabad,Middle,Doctor,Yes,7,Medium
375,59,Female,Delhi,Low,Doctor,No,0,Medium
376,31,Female,Delhi,Middle,Teacher,No,0,Medium
377,49,Male,Chennai,Middle,Analyst,Yes,10,Low
378,26,Male,Ahmedabad,Middle,Engineer,No,0,Medium
379,19,Male,Kolkata,Middle,Freelancer,Yes,4,Low
380,36,Female,Mumbai,Middle,Freelancer,No,0,Medium
381,52,Male,Bengaluru,Middle,Freelancer,Yes,5,Low
382,38,Male,Pune,Middle,Designer,No,0,High
383,64,Female,Mumbai,High,Business,Yes,4,Low
384,57,Male,Delhi,Middle,Manager,Yes,3,Low
385,49,Female,Bengaluru,High,Analyst,No,0,High
386,26,Male,Delhi,Middle,Analyst,No,0,Medium
387,45,Female,Ahmedabad,Low,Freelancer,Yes,10,Medium
388,41,Male,Pune,Low,Engineer,No,0,Low
389,54,Male,Hyderabad,Middle,Student,Yes,9,Low
390,48,Male,Kolkata,Middle,Teacher,No,0,Low
391,38,Male,Chennai,Low,Engineer,No,0,Medium
392,50,Male,Kolkata,Middle,Engineer,Yes,4,High
393,47,Male,Ahmedabad,High,Student,No,0,Medium
394,41,Male,Ahmedabad,Low,Analyst,No,0,Medium
395,55,Male,Bengaluru,High,Student,No,0,High
396,44,Male,Chennai,Low,Student,No,0,Medium
397,60,Male,Hyderabad,Middle,Designer,No,0,Medium
398,49,Female,Mumbai,High,Student,No,0,Low
399,32,Female,Ahmedabad,High,Engineer,No,0,Medium
400,55,Male,Kolkata,Low,Manager,Yes,7,Low
401,33,Female,Chennai,Low,Analyst,No,0,High
402,46,Male,Bengaluru,Low,Engineer,Yes,4,Low
403,28,Male,Ahmedabad,Middle,Doctor,Yes,2,Medium
404,47,Female,Delhi,Low,Teacher,Yes,3,High
405,38,Female,Delhi,Low,Doctor,No,0,High
406,34,Male,Mumbai,High,Business,Yes,7,High
407,24,Male,Bengaluru,High,Teacher,Yes,1,Low
408,43,Female,Mumbai,Middle,Student,No,0,Medium
409,22,Male,Chennai,Low,Engineer,No,0,High
410,20,Female,Ahmedabad,High,Student,Yes,10,Medium
411,42,Female,Pune,Middle,Business,Yes,4,High
412,27,Female,Ahmedabad,Low,Designer,No,0,Low
413,53,Male,Hyderabad,Middle,Freelancer,Yes,7,Low
414,19,Female,Chennai,High,Freelancer,No,0,Medium
415,38,Male,Pune,Middle,Student,Yes,6,Medium
416,48,Male,Mumbai,Middle,Teacher,No,0,High
417,60,Male,Hyderabad,Low,Designer,No,0,High
418,40,Male,Chennai,High,Analyst,No,0,Low
419,55,Male,Hyderabad,Low,Business,No,0,High
420,52,Male,Hyderabad,Low,Student,No,0,Low
421,51,Male,Chennai,Middle,Manager,Yes,10,Low
422,38,Female,Mumbai,Low,Analyst,Yes,3,High
423,63,Female,Bengaluru,High,Manager,Yes,2,Medium
424,64,Female,Bengaluru,High,Freelancer,No,0,High
425,62,Male,Kolkata,High,Doctor,No,0,Medium
426,64,Female,Delhi,Middle,Manager,Yes,1,High
427,56,Male,Ahmedabad,Low,Manager,No,0,Medium
428,39,Male,Chennai,Middle,Business,Yes,6,Low
429,18,Male,Delhi,Low,Student,Yes,2,Medium
430,42,Female,Kolkata,Middle,Analyst,Yes,3,High
431,52,Male,Bengaluru,Middle,Business,No,0,High
432,22,Male,Mumbai,Middle,Analyst,Yes,1,Medium
433,28,Male,Chennai,High,Business,Yes,2,Medium
434,63,Female,Bengaluru,Low,Student,No,0,Low
435,24,Female,Pune,Low,Doctor,No,0,Medium
436,33,Male,Delhi,Low,Analyst,Yes,9,High
437,18,Male,Delhi,Middle,Teacher,Yes,10,Medium
438,28,Male,Pune,Middle,Designer,No,0,Medium
439,48,Female,Bengaluru,Middle,Analyst,No,0,Low
440,42,Female,Hyderabad,Middle,Doctor,Yes,5,Medium
441,54,Male,Chennai,Low,Freelancer,No,0,Medium
442,44,Female,Kolkata,High,Freelancer,No,0,Medium
443,61,Female,Pune,High,Engineer,No,0,High
444,43,Male,Mumbai,High,Business,No,0,Medium
445,29,Male,Delhi,High,Designer,Yes,4,High
446,23,Female,Chennai,High,Engineer,Yes,3,High
447,23,Female,Delhi,Middle,Freelancer,Yes,6,High
448,44,Male,Mumbai,Low,Engineer,Yes,10,Medium
449,36,Female,Kolkata,High,Business,No,0,High
450,54,Female,Delhi,Middle,Designer,Yes,5,Medium
451,39,Female,Delhi,Middle,Analyst,Yes,8,High
452,37,Male,Hyderabad,Low,Manager,No,0,High
453,37,Female,Mumbai,High,Teacher,Yes,6,Low
454,46,Female,Delhi,Low,Freelancer,No,0,Medium
455,28,Male,Bengaluru,Low,Teacher,No,0,Medium
456,30,Female,Hyderabad,High,Doctor,Yes,8,Low
457,41,Male,Delhi,High,Teacher,No,0,Medium
458,41,Female,Chennai,Middle,Manager,Yes,8,Medium
459,34,Female,Delhi,Middle,Manager,No,0,Low
460,54,Male,Pune,Middle,Designer,Yes,4,Medium
461,50,Male,Ahmedabad,Low,Manager,No,0,High
462,59,Female,Pune,Low,Designer,No,0,Low
463,42,Female,Kolkata,High,Engineer,No,0,Low
464,18,Female,Pune,Middle,Doctor,No,0,High
465,61,Female,Pune,Low,Doctor,Yes,5,Medium
466,30,Female,Chennai,Low,Manager,No,0,High
467,64,Female,Kolkata,Low,Designer,No,0,Low
468,65,Male,Chennai,Low,Teacher,No,0,Medium
469,61,Female,Pune,Middle,Manager,No,0,High
470,60,Female,Bengaluru,High,Analyst,Yes,2,Medium
471,59,Female,Chennai,Low,Doctor,Yes,5,Medium
472,55,Male,Ahmedabad,Low,Teacher,No,0,Medium
473,50,Female,Delhi,Low,Manager,No,0,Medium
474,26,Female,Bengaluru,High,Analyst,Yes,10,High
475,63,Male,Chennai,Low,Student,Yes,6,Medium
476,18,Male,Ahmedabad,Middle,Engineer,Yes,3,Medium
477,26,Female,Kolkata,Middle,Student,No,0,Medium
478,20,Female,Hyderabad,Middle,Student,No,0,High
479,61,Female,Pune,Low,Manager,No,0,Low
480,24,Male,Pune,Middle,Doctor,No,0,Low
481,47,Male,Chennai,Middle,Business,No,0,Medium
482,40,Male,Bengaluru,Middle,Teacher,Yes,7,Low
483,64,Male,Kolkata,Low,Doctor,No,0,Low
484,52,Male,Delhi,Middle,Student,No,0,Low
