TransactionID,CustomerID,ProductID,ScarcityMessage,CountdownTimer,RecommendedLabel,InfluencerCampaign,FreeShipping,TrendingBadge,Purchased,Quantity,FinalAmount,DecisionTimeMinutes
187,250,136,False,False,True,False,False,False,0,0,0.0,11.9
188,572,110,True,True,True,False,True,False,1,3,101112.3,9.59
189,359,36,False,True,False,False,True,True,1,2,11604.2,9.82
190,453,299,False,False,False,True,True,False,0,0,0.0,13.39
191,1026,7,True,True,True,False,True,False,1,2,1123.2,5.96
192,946,167,True,False,False,True,False,True,1,1,2508.8,1.43
193,911,5,True,True,False,False,True,True,1,1,5770.65,9.48
194,543,207,False,False,True,True,True,True,1,2,41089.4,16.2
195,1440,271,True,False,False,False,True,True,0,0,0.0,18.92
196,132,194,False,False,False,True,True,False,1,1,16945.15,15.24
197,514,182,False,False,False,True,True,False,0,0,0.0,19.57
198,178,249,False,True,True,False,True,False,1,3,14816.25,4.23
199,509,293,True,False,True,False,True,False,1,1,34715.7,8.9
200,1443,259,True,False,False,False,False,False,1,1,760.4,7.54
201,550,70,False,False,True,True,True,False,1,3,91232.4,21.41
202,1363,169,False,False,False,False,False,True,1,1,13230.0,26.31
203,743,246,False,True,False,True,True,True,1,4,18914.2,5.94
204,1050,89,False,False,True,False,True,False,1,3,18227.7,22.03
205,687,203,False,True,True,False,False,True,1,2,4874.0,11.53
206,399,7,False,True,False,False,False,True,1,1,566.6,4.01
207,1147,264,True,True,True,False,False,False,1,2,14082.4,8.07
208,1454,185,False,True,False,False,False,False,1,4,4045.6,3.6
209,396,223,False,False,False,True,True,False,1,1,6759.0,21.12
210,1169,248,False,False,True,False,False,False,0,0,0.0,8.12
211,392,66,True,True,False,False,True,True,1,1,2943.9,5.99
212,1076,136,True,False,False,True,True,True,1,2,13561.2,7.61
213,1184,258,True,True,True,True,True,False,1,1,6255.9,9.23
214,675,50,False,False,False,True,False,True,1,1,10855.4,25.14
215,1106,247,False,False,True,False,False,False,0,0,0.0,16.88
216,409,87,True,False,True,False,False,False,0,0,0.0,31.41
217,119,173,False,True,False,False,True,False,0,0,0.0,28.08
218,145,153,False,False,True,True,True,False,1,1,8000.4,19.17
219,671,206,False,False,True,False,True,True,1,1,26212.9,17.56
220,1354,252,False,False,True,False,False,False,0,0,0.0,15.55
221,192,105,False,False,False,False,True,False,0,0,0.0,16.02
222,684,52,True,True,True,True,True,False,1,1,20885.2,15.01
223,1057,127,True,False,False,False,False,False,0,0,0.0,27.2
224,304,184,True,False,True,False,True,True,1,1,21307.0,11.9
225,1083,226,True,False,True,False,True,True,1,2,13602.0,5.98
226,459,227,False,False,False,True,True,False,1,1,39295.8,20.42
227,1213,102,False,True,False,False,True,True,1,3,31697.7,8.33
228,869,281,True,False,True,False,True,True,1,2,86634.0,1.0
229,821,25,False,False,False,False,False,False,0,0,0.0,5.8
230,266,36,False,False,False,False,True,False,0,0,0.0,17.43
231,695,8,False,True,True,False,False,False,0,0,0.0,18.86
232,1285,278,False,True,False,False,False,False,0,0,0.0,15.44
233,30,55,False,False,True,True,True,True,1,3,26904.0,18.79
234,1138,181,True,False,True,False,True,True,0,0,0.0,20.72
235,740,244,False,False,True,False,True,False,1,1,18518.25,14.92
236,1080,231,True,True,False,True,False,True,1,3,122302.8,13.79
237,995,285,False,True,True,True,True,False,1,2,49862.0,7.01
238,649,17,True,False,True,True,True,True,1,4,44628.0,5.35
239,464,123,False,False,True,False,True,True,0,0,0.0,12.3
240,941,152,True,False,False,False,True,True,0,0,0.0,17.07
241,211,209,True,True,False,False,True,False,1,3,71239.5,5.63
242,877,187,True,True,False,False,False,True,1,4,70298.0,14.28
243,143,168,True,True,False,False,False,False,1,4,80173.4,3.54
244,975,93,False,False,True,True,False,False,0,0,0.0,9.02
245,944,32,False,True,False,False,True,True,1,2,63475.2,2.4
246,127,130,True,False,False,False,True,True,1,4,38995.2,4.62
247,1137,78,True,False,True,False,True,False,1,4,22502.4,10.59
248,624,167,True,False,True,False,True,False,1,3,7511.4,1.19
249,1181,240,True,False,False,False,False,True,1,1,13346.3,9.74
250,63,166,False,True,False,False,False,False,1,1,4153.9,10.66
251,270,175,False,True,True,False,True,True,1,1,5401.8,4.05
252,741,13,False,False,True,False,True,False,0,0,0.0,13.61
253,283,194,False,True,True,True,True,False,1,1,16945.15,7.6
254,495,132,True,True,False,True,True,True,1,1,30580.8,11.18
255,991,38,False,False,False,True,False,True,0,0,0.0,16.36
256,217,65,True,True,False,False,False,False,1,1,23361.2,8.47
257,1017,235,True,False,False,True,True,True,1,3,118052.25,7.19
258,156,276,True,False,True,False,False,False,1,2,1987.6,11.5
259,263,153,False,True,False,True,False,True,1,1,8005.4,12.61
260,882,293,True,False,False,True,False,False,0,0,0.0,20.24
261,1191,55,False,False,True,False,False,True,1,1,8973.0,16.78
262,256,90,False,False,False,False,True,True,1,1,27710.0,12.82
263,450,280,False,True,True,False,True,True,1,2,67564.0,6.36
264,1388,53,False,False,False,False,False,False,0,0,0.0,14.17
265,1485,198,True,True,True,False,True,False,1,1,30391.75,5.26
266,872,66,True,False,True,False,False,False,1,1,2948.9,11.0
267,671,100,True,True,True,False,False,False,1,2,10347.6,5.41
268,521,144,True,True,False,False,False,True,0,0,0.0,22.81
269,919,108,False,True,False,False,False,False,0,0,0.0,18.04
270,887,263,False,False,True,True,False,True,1,1,23655.5,24.38
271,443,292,True,True,False,False,True,False,1,4,121324.8,14.08
272,35,151,True,False,True,True,True,False,1,4,49334.0,7.42
273,228,158,False,False,False,False,False,False,1,1,2162.6,16.27
274,1438,17,False,True,False,True,False,False,0,0,0.0,14.74
275,628,71,False,False,True,False,False,False,0,0,0.0,16.81
276,724,12,True,True,True,False,False,False,1,1,20741.8,10.97
277,701,257,False,False,True,False,True,True,1,1,1170.9,17.89
278,1175,69,True,False,False,False,False,False,0,0,0.0,28.23
279,98,103,True,True,True,False,True,True,1,2,16120.8,7.28
280,125,253,False,True,True,False,True,False,1,1,12324.2,14.58
281,414,214,True,False,True,False,False,False,1,2,67774.2,10.21
282,730,187,True,False,False,False,False,True,1,1,17574.5,5.71
283,1007,12,True,False,False,True,False,True,1,2,41483.6,8.75
284,737,169,False,True,False,True,False,True,1,4,52920.0,7.07
285,662,169,True,True,True,False,False,True,1,1,13230.0,9.55
286,1407,96,True,False,True,True,False,False,0,0,0.0,15.44
287,242,224,False,False,True,True,True,True,1,1,5139.2,21.46
288,858,279,False,False,False,False,True,False,0,0,0.0,13.28
289,814,78,True,False,False,False,False,False,0,0,0.0,22.41
290,711,100,False,False,True,False,True,True,1,4,20675.2,19.42
291,1212,97,True,True,False,False,False,False,1,2,59988.4,4.03
292,401,251,True,False,False,False,True,True,1,4,33212.8,5.05
293,1431,24,False,False,True,False,True,False,1,1,7657.2,23.08
294,498,269,True,True,False,False,False,False,0,0,0.0,23.18
295,818,233,False,True,False,False,True,True,0,0,0.0,23.31
296,782,146,True,True,True,True,False,True,1,3,52494.0,14.0
297,1275,176,False,False,False,False,True,False,0,0,0.0,10.88
298,659,269,False,False,False,True,True,False,1,1,2208.6,20.0
299,427,231,True,False,False,False,False,False,0,0,0.0,17.83
300,33,84,True,False,True,True,False,False,1,2,47371.3,7.81
301,546,16,False,False,True,True,True,False,1,2,39486.6,11.8
302,1240,198,False,True,True,True,True,False,0,0,0.0,17.36
303,15,44,False,True,False,True,False,True,1,2,77422.9,7.99
304,1345,27,False,True,False,True,False,False,0,0,0.0,25.3
305,815,295,False,True,False,False,False,False,1,2,46626.0,15.55
306,211,143,True,False,True,False,False,False,1,4,62813.0,4.38
307,454,196,False,True,True,True,False,False,1,1,25542.2,8.85
308,832,66,True,True,False,False,False,False,0,0,0.0,30.65
309,474,31,False,False,True,False,True,False,1,1,31719.75,24.79
310,163,19,False,False,True,True,True,False,0,0,0.0,15.67
311,999,107,False,False,True,False,False,False,0,0,0.0,13.03
312,1009,2,True,False,False,False,True,True,0,0,0.0,21.81
313,179,127,False,True,False,False,True,True,1,1,31682.05,10.23
314,422,98,False,False,True,True,False,False,0,0,0.0,15.93
315,366,159,False,False,False,False,True,True,0,0,0.0,11.33
316,990,177,False,False,True,True,False,True,1,3,95848.5,14.46
317,1096,93,False,False,True,True,True,False,1,2,52537.6,21.55
318,1091,137,True,False,True,False,True,False,1,1,20605.5,2.85
319,1409,24,False,False,True,False,True,False,1,2,15314.4,16.29
320,1153,91,True,True,False,False,False,True,1,1,6838.4,5.89
321,482,294,True,True,True,False,True,False,0,0,0.0,25.57
322,162,298,True,True,True,False,False,True,1,1,586.7,8.36
323,922,146,True,False,False,True,False,False,0,0,0.0,21.89
324,1375,282,False,False,False,False,False,False,0,0,0.0,9.35
325,1463,151,True,True,True,True,False,True,1,1,12338.5,5.34
326,346,38,True,False,False,False,True,True,1,2,44707.5,7.29
327,355,261,False,True,True,False,False,False,1,1,22685.8,5.73
328,57,125,True,False,False,False,True,False,1,4,124169.6,4.99
329,212,184,False,True,True,False,False,True,0,0,0.0,17.33
330,833,195,True,True,False,True,False,True,1,1,17836.25,18.74
331,821,93,True,True,True,False,False,False,1,3,78821.4,12.85
332,557,221,True,True,True,False,True,False,1,1,10124.1,5.97
333,465,151,False,True,True,True,True,False,1,2,24667.0,2.96
334,1245,110,False,False,False,True,False,False,0,0,0.0,15.81
335,691,90,False,True,True,True,True,False,1,1,27710.0,10.32
336,1213,224,False,False,False,True,True,False,1,1,5139.2,22.11
337,1445,75,False,False,True,False,False,True,1,4,128640.8,13.61
338,476,38,False,False,True,False,True,True,1,1,22353.75,21.02
339,305,265,False,False,False,True,False,True,1,3,74241.6,17.8
340,1430,100,True,True,True,False,True,False,0,0,0.0,30.39
341,953,193,True,False,True,True,False,False,0,0,0.0,24.65
342,437,215,False,False,False,True,True,False,0,0,0.0,17.13
343,933,252,True,False,False,False,False,True,1,2,31030.0,2.23
344,773,188,False,True,False,True,True,False,1,3,62544.0,9.64
345,1359,213,True,True,False,True,False,True,1,1,17567.0,13.52
346,384,252,True,False,False,False,True,True,1,2,31020.0,13.71
347,1488,284,False,True,True,False,False,True,1,2,6019.7,7.13
348,1405,15,True,True,False,False,False,True,0,0,0.0,23.38
349,272,223,False,True,True,False,True,True,0,0,0.0,20.25
350,247,53,False,False,False,True,False,False,0,0,0.0,11.09
351,800,268,True,False,True,False,True,True,1,2,41092.8,10.4
352,68,15,False,False,False,True,True,True,1,2,9657.7,12.18
353,449,75,False,False,False,False,False,False,0,0,0.0,16.78
354,653,58,True,False,True,True,True,False,0,0,0.0,24.86
355,1455,182,True,False,False,False,True,False,0,0,0.0,20.62
356,1489,2,False,False,False,True,True,True,1,1,13640.4,16.77
357,228,6,False,True,True,False,True,True,1,1,2292.0,12.1
358,1338,152,True,False,False,False,False,False,1,1,22525.7,13.19
359,137,292,False,False,True,True,False,True,0,0,0.0,9.99
360,1123,159,False,False,True,False,False,False,0,0,0.0,20.12
361,1269,134,False,False,False,False,True,False,0,0,0.0,15.82
362,1337,198,True,True,False,False,True,True,1,2,60783.5,4.56
363,336,166,False,True,True,True,True,False,1,4,16595.6,8.26
364,1341,116,True,True,True,True,False,False,1,1,14929.0,2.04
365,174,177,False,False,True,True,False,False,0,0,0.0,7.17
366,779,1,False,False,True,True,False,True,1,2,22145.2,12.72
367,705,74,True,False,True,False,True,False,1,1,4733.4,3.44
368,474,203,True,True,False,False,True,False,1,4,9728.0,9.83
369,34,103,True,True,False,False,False,False,0,0,0.0,19.47
370,1159,17,True,True,False,False,False,True,1,1,11162.0,17.93
371,504,38,False,True,False,False,False,True,1,1,22358.75,4.85
372,993,260,False,True,True,True,True,False,1,1,28186.0,20.11
373,616,99,False,True,False,True,True,True,1,4,73766.4,11.36
374,561,7,False,False,False,False,False,True,0,0,0.0,16.27
375,1330,219,False,False,True,False,False,False,1,1,19667.3,21.09
376,142,160,False,True,False,True,False,True,1,1,18473.0,10.77
377,1105,136,False,True,True,False,True,True,0,0,0.0,24.45
378,1121,269,False,True,False,False,True,False,0,0,0.0,27.83
379,570,95,True,False,False,True,True,True,1,1,2169.0,6.23
380,394,172,True,False,True,True,True,True,0,0,0.0,18.72
381,8,224,False,False,True,True,False,True,1,4,20576.8,15.41
382,1406,183,False,True,True,False,True,True,1,4,183581.8,4.09
383,1422,63,False,True,False,True,True,True,1,4,124909.2,15.66
384,362,205,True,False,False,True,False,True,1,4,116891.0,6.38
385,48,224,True,False,False,False,False,True,1,2,10288.4,10.44
386,185,37,True,False,False,False,False,False,0,0,0.0,25.04
387,102,50,True,False,True,False,False,True,1,1,10855.4,3.95
388,1247,203,False,False,False,False,True,True,0,0,0.0,8.51
389,1338,36,True,True,True,False,True,True,1,1,5802.1,1.79
390,230,265,False,True,False,True,True,True,1,4,98968.8,9.32
391,1121,33,False,False,True,False,True,True,1,2,25115.2,24.53
392,269,293,False,False,True,False,False,True,0,0,0.0,16.11
393,551,202,True,False,False,False,False,True,1,1,8886.8,3.29
394,900,133,True,False,True,False,False,False,0,0,0.0,16.58
395,1080,81,False,False,False,False,True,True,1,3,89436.0,18.56
396,1312,104,False,False,False,False,False,False,0,0,0.0,18.11
397,68,225,False,True,True,True,False,False,1,2,27828.4,11.51
398,295,226,True,True,True,True,False,True,1,4,27224.0,9.2
399,421,63,False,False,False,False,True,True,1,1,31227.3,20.27
400,466,163,False,False,True,False,True,True,0,0,0.0,9.14
401,1498,298,True,True,True,True,True,True,1,2,1163.4,9.1
402,1167,78,False,False,False,False,False,False,0,0,0.0,11.03
403,481,209,True,True,True,True,True,True,1,3,71239.5,1.35
404,1458,52,True,True,True,True,False,False,1,4,83560.8,9.48
405,749,251,False,False,False,True,False,False,0,0,0.0,14.68
406,752,52,False,True,True,False,True,True,1,2,41770.4,13.59
407,651,90,False,False,False,False,True,True,0,0,0.0,13.65
408,216,138,True,False,True,True,True,True,1,2,11371.2,1.56
409,1402,112,True,False,True,True,False,True,1,1,27635.4,6.16
410,21,52,True,True,False,False,True,False,1,3,62655.6,14.51
411,262,193,False,False,True,False,True,True,0,0,0.0,7.28
412,345,6,True,True,False,False,True,True,1,3,6876.0,9.65
413,419,296,True,False,True,False,False,False,1,1,18648.0,7.93
414,198,16,False,True,True,False,True,False,1,4,78973.2,9.91
415,27,101,True,False,False,False,True,False,0,0,0.0,20.56
416,1017,279,False,True,True,False,True,True,1,3,45343.8,5.06
417,1454,47,True,False,False,False,False,False,0,0,0.0,18.47
418,183,22,True,True,True,False,False,True,1,3,38089.05,7.59
419,445,224,False,True,False,False,True,False,1,1,5139.2,9.44
420,760,22,True,False,False,True,False,True,1,1,12696.35,5.9
421,1392,270,True,False,True,False,True,True,1,1,2955.45,5.23
422,1042,136,False,True,True,False,False,False,0,0,0.0,20.08
423,1150,261,True,True,True,False,True,False,1,2,45361.6,10.79
424,872,74,True,True,False,False,True,False,1,1,4733.4,6.78
425,626,43,True,False,True,True,True,False,0,0,0.0,27.04
426,300,289,True,True,True,False,True,False,0,0,0.0,18.05
427,1297,229,False,False,False,False,True,True,0,0,0.0,15.07
428,1207,274,False,False,True,True,True,False,1,1,1633.6,15.44
429,38,96,False,False,False,False,True,False,0,0,0.0,17.65
430,1074,122,True,True,False,False,False,False,1,1,3661.25,9.14
431,127,174,False,True,False,False,True,False,1,3,35488.8,12.7
432,1109,135,False,True,False,False,True,False,1,1,36719.1,9.78
433,1239,73,True,False,True,True,False,False,1,1,1825.0,3.06
434,197,113,False,True,True,False,True,False,1,2,52419.5,5.8
435,651,183,False,True,False,False,True,False,0,0,0.0,20.87
436,186,12,False,False,True,False,True,True,1,2,41473.6,12.5
437,851,101,True,True,False,False,True,True,1,4,90432.0,7.53
438,1392,88,True,False,False,True,True,True,1,2,40114.8,11.73
439,122,22,False,False,False,True,False,False,0,0,0.0,12.55
440,597,37,False,True,False,False,False,False,0,0,0.0,18.04
441,1460,149,True,True,False,False,True,True,1,3,36498.0,3.17
442,452,31,True,True,False,True,True,False,1,1,31719.75,8.38
443,199,104,True,True,False,True,True,True,1,1,2141.3,12.93
444,733,169,True,True,False,True,True,False,1,1,13225.0,9.53
445,763,263,True,False,False,True,True,False,0,0,0.0,21.24
